barcat -f'([.0-9]+)(?=,m)' t1320-earthquakes.in
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-23T01:02:02.760Z,18.1476,-67.2693,23,2.06,md,8,188,0.1856,0.32,pr,pr2019266002,2019-09-23T05:54:15.743Z,"11km NW of Puerto Real, Puerto Rico",earthquake,1.07,2.28,0.26,6,reviewed,pr,pr                                             
2019-09-23T00:55:45.400Z,18.9205,-67.8746,117,3.29,md,19,181,0.8877,0.48,pr,pr2019266000,2019-09-23T02:19:09.040Z,"75km NE of Punta Cana, Dominican Republic",earthquake,3.3,2.49,0.33,18,reviewed,pr,pr                                     
2019-09-23T00:49:15.510Z,35.8226667,-117.662,9.92,0.99,ml,17,97,0.08479,0.21,ci,ci38852535,2019-09-23T00:52:57.368Z,"22km N of Ridgecrest, CA",earthquake,0.42,1.34,0.266,10,automatic,ci,ci                                                 
2019-09-23T00:48:15.940Z,33.3061667,-115.6858333,3.33,1.12,ml,23,79,0.06101,0.28,ci,ci38852527,2019-09-23T00:52:00.122Z,"7km SE of Bombay Beach, CA",earthquake,0.47,0.76,0.207,19,automatic,ci,ci                                           
2019-09-23T00:36:23.394Z,35.92140198,-98.54975891,5,1.52,ml,10,82.26483154,0.2000331581,0.2716961806,ok,ok2019sqfn,2019-09-23T00:38:12.490Z,"14km NW of Watonga, Oklahoma",earthquake,,0,,6,automatic,ok,ok                                  
2019-09-23T00:26:08.080Z,35.9475,-117.3721667,2.52,1.68,ml,24,66,0.09157,0.18,ci,ci38852511,2019-09-23T13:07:59.317Z,"20km N of Searles Valley, CA",earthquake,0.32,0.73,0.155,26,reviewed,ci,ci                                             
2019-09-23T00:04:18.090Z,32.8023333,-116.1348333,5.98,1.45,ml,35,71,0.0334,0.29,ci,ci38852495,2019-09-23T00:15:36.180Z,"15km WNW of Ocotillo, CA",earthquake,0.43,1.05,0.222,28,automatic,ci,ci                                              
2019-09-23T00:03:13.070Z,17.9163,-65.8951,12,1.47,md,5,331,0.1628,0.05,pr,pr2019266001,2019-09-23T05:54:02.870Z,"9km S of Emajagua, Puerto Rico",earthquake,0.92,0.53,0.38,5,reviewed,pr,pr                                                  
2019-09-23T00:01:59.840Z,44.3841667,-114.1155,7.03,1.95,ml,7,98,0.514,0.18,mb,mb80362009,2019-09-23T02:47:59.020Z,"16km SE of Challis, Idaho",earthquake,0.7,1.94,0.15,6,reviewed,mb,mb                                                      
2019-09-23T00:01:01.999Z,61.0946,-150.5887,38.1, 1.2,ml,,,,0.33,ak,ak019c7wyj87,2019-09-23T00:05:37.743Z,"39km WSW of Anchorage, Alaska",earthquake,,1.2,,,automatic,ak,ak                                                                   
2019-09-22T23:50:52.510Z,19.1975002,-155.4496613,35.14,1.86,md,34,220,0.04349,0.1,hv,hv71155412,2019-09-22T23:54:12.630Z,"3km ESE of Pahala, Hawaii",earthquake,0.61,0.91,0.19,7,automatic,hv,hv                                             
2019-09-22T23:43:25.750Z,35.6516685,-117.4509964,2.15,2.17,ml,46,58,0.06566,0.14,ci,ci38852479,2019-09-22T23:54:29.130Z,"14km SSW of Searles Valley, CA",earthquake,0.18,0.41,0.242,26,automatic,ci,ci                                       
2019-09-22T23:11:09.864Z,64.9428,-147.3707,0, 1.1,ml,,,,1.45,ak,ak019c6n6bda,2019-09-22T23:15:19.275Z,"17km NNE of Badger, Alaska",earthquake,,1.2,,,automatic,ak,ak                                                                         
2019-09-22T23:08:01.680Z,35.9068333,-117.6943333,2.25,1.24,ml,16,64,0.05433,0.15,ci,ci38852471,2019-09-22T23:11:50.783Z,"19km E of Little Lake, CA",earthquake,0.24,0.31,0.158,16,automatic,ci,ci                                            
2019-09-22T23:06:39.460Z,36.0938333,-117.8853333,3.16,1.16,ml,12,168,0.03421,0.24,ci,ci38852463,2019-09-22T23:10:19.484Z,"8km NE of Coso Junction, CA",earthquake,0.67,0.97,0.159,17,automatic,ci,ci                                         
2019-09-22T23:01:49.090Z,38.8390007,-122.8293304,1.53,1.64,md,6,134,0.004826,0.01,nc,nc73278015,2019-09-22T23:59:01.952Z,"9km NW of The Geysers, CA",earthquake,0.62,0.7,0.92,2,automatic,nc,nc                                              
2019-09-22T22:54:38.970Z,36.2213333,-117.8971667,1.97,0.99,ml,11,222,0.1091,0.11,ci,ci38852455,2019-09-22T22:58:19.412Z,"12km SE of Olancha, CA",earthquake,0.53,0.39,0.173,8,automatic,ci,ci                                                
2019-09-22T22:45:21.050Z,35.8139992,-117.6380005,5.36,0.99,ml,15,66,0.1033,0.1,ci,ci38852447,2019-09-22T22:49:00.353Z,"22km N of Ridgecrest, CA",earthquake,0.3,1.58,0.179,4,automatic,ci,ci                                                 
2019-09-22T22:32:24.886Z,-6.8755,102.6096,10, 5.1,mb,,124,2.522,0.88,us,us60005m1i,2019-09-22T23:22:17.040Z,"232km SW of Biha, Indonesia",earthquake,8.7,1.9,0.076,56,reviewed,us,us                                                         
2019-09-22T22:22:35.546Z,2.8459,122.4327,528.05, 4.2,mb,,76,2.385,0.39,us,us60005m1e,2019-09-22T23:48:36.040Z,"217km NNE of Kali, Indonesia",earthquake,6.6,13.9,0.147,13,reviewed,us,us                                                     
2019-09-22T22:12:31.770Z,18.6719,-103.8229,35, 4.6,mb,,220,2.638,0.77,us,us60005m18,2019-09-23T02:35:44.376Z,"16km WSW of Coahuayana, Mexico",earthquake,10.8,2,0.03,326,reviewed,us,us                                                      
2019-09-22T22:00:32.962Z,63.0897,-148.738,65.5, 1.3,ml,,,,0.73,ak,ak019c6mikps,2019-09-22T22:03:26.334Z,"35km SSE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak                                                                     
2019-09-22T21:45:23.090Z,19.225666,-155.3845062,31.19,1.83,md,40,158,0.01701,0.11,hv,hv71155227,2019-09-22T21:48:41.960Z,"10km ENE of Pahala, Hawaii",earthquake,0.57,0.72,0.01,4,automatic,hv,hv                                            
2019-09-22T21:19:35.680Z,35.0496667,-117.4595,2.58,1.23,ml,12,101,0.1371,0.13,ci,ci38852351,2019-09-23T13:10:04.331Z,"18km ENE of Boron, CA",earthquake,0.3,1.1,0.276,18,reviewed,ci,ci                                                      
2019-09-22T20:57:46.408Z,65.6401,-145.2763,7.3, 1.4,ml,,,,0.51,ak,ak019c6lnycw,2019-09-22T21:00:34.971Z,"33km NW of Circle Hot Springs Station, Alaska",earthquake,,0.5,,,automatic,ak,ak                                                    
2019-09-22T20:24:36.206Z,60.0404,-152.9456,110.8, 1.7,ml,,,,0.47,ak,ak019c6lguya,2019-09-22T20:30:49.317Z,"50km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak                                                            
2019-09-22T20:22:32.910Z,35.9646667,-117.3725,2.74,1.14,ml,18,72,0.1032,0.12,ci,ci38852311,2019-09-22T20:26:13.425Z,"22km N of Searles Valley, CA",earthquake,0.31,1.1,0.136,10,automatic,ci,ci                                              
2019-09-22T20:08:41.965Z,41.5098,19.6156,10, 4.5,mb,,47,0.956,1.22,us,us60005m0j,2019-09-23T10:55:42.555Z,"9km WNW of Fushe-Kruje, Albania",earthquake,6.3,2,0.384,2,reviewed,us,us                                                          
2019-09-22T20:07:27.430Z,18.1745,-66.1325,77,2.34,md,13,126,0.0677,0.15,pr,pr2019265009,2019-09-22T22:50:53.722Z,"2km W of Bayamon, Puerto Rico",earthquake,1.51,0.97,0.37,11,reviewed,pr,pr                                                 
2019-09-22T20:01:23.552Z,35.90645218,-98.52437592,0.881957531,3.05,ml,72,33.69415283,0.1906955689,0.7556014176,ok,ok2019spwl,2019-09-23T01:07:53.981Z,"11km NW of Watonga, Oklahoma",earthquake,1.477336384,1.281887134,,54,automatic,ok,ok  
2019-09-22T19:56:56.670Z,35.8936667,-117.9536667,5.51,0.97,ml,5,206,0.1753,0.15,ci,ci38852279,2019-09-22T20:00:36.294Z,"6km SW of Little Lake, CA",earthquake,1.06,31.61,0.385,6,automatic,ci,ci                                             
2019-09-22T19:54:33.840Z,35.975,-117.3485,3.62,1.57,ml,23,105,0.09916,0.23,ci,ci38852271,2019-09-23T13:10:50.335Z,"24km N of Trona, CA",earthquake,0.44,1.18,0.119,19,reviewed,ci,ci                                                         
2019-09-22T19:51:22.767Z,61.3362,-150.024,22.6, 2.2,ml,,,,0.63,ak,ak019c6l16oj,2019-09-22T20:03:43.259Z,"14km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak                                                                    
2019-09-22T19:42:54.610Z,36.9638333,-113.5201667,6.37,2.33,ml,14,135,0.2263,0.2,uu,uu60342682,2019-09-23T13:55:35.780Z,"16km SSE of Saint George, Utah",earthquake,0.79,1.43,0.22,6,reviewed,uu,uu                                           
2019-09-22T19:42:27.570Z,35.7213333,-117.5705,7.01,1.02,ml,19,108,0.09908,0.18,ci,ci38852255,2019-09-22T19:46:11.673Z,"15km NE of Ridgecrest, CA",earthquake,0.31,1.04,0.127,10,automatic,ci,ci                                              
2019-09-22T19:31:35.480Z,38.8224983,-122.7959976,2.89,1.04,md,19,51,0.01103,0.03,nc,nc73277905,2019-09-22T20:48:02.772Z,"6km NW of The Geysers, CA",earthquake,0.27,0.53,0.08,5,automatic,nc,nc                                              
2019-09-22T19:29:30.893Z,66.7663,-147.1442,7.9, 1.4,ml,,,,0.7,ak,ak019c6kwhib,2019-09-22T19:33:34.354Z,"85km WNW of Fort Yukon, Alaska",earthquake,,0.3,,,automatic,ak,ak                                                                    
2019-09-22T19:24:32.030Z,63.8273,-152.9006,0, 1.3,ml,,,,0.78,ak,ak019c6kvf0j,2019-09-22T19:36:15.252Z,"155km SSW of Tanana, Alaska",earthquake,,0.6,,,automatic,ak,ak                                                                        
2019-09-22T19:08:00.393Z,60.9289,-147.5905,38.8, 1.4,ml,,,,0.72,ak,ak019c6krx6f,2019-09-22T19:20:30.497Z,"61km ENE of Whittier, Alaska",earthquake,,1.4,,,automatic,ak,ak                                                                    
2019-09-22T19:01:05.660Z,37.2975,-115.1915,0.8, 1.3,ml,19,187.95,0.134,0.3,nn,nn00704927,2019-09-22T19:44:39.935Z,"7km SSW of Alamo, Nevada",earthquake,,21.5,,,automatic,nn,nn                                                              
2019-09-22T18:36:03.827Z,66.99,-158.3047,5.4, 1.1,ml,,,,1.11,ak,ak019c6kchtr,2019-09-22T18:40:02.534Z,"62km W of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak                                                                            
2019-09-22T18:34:32.910Z,33.824,-116.9926667,10.88,1.39,ml,46,59,0.1158,0.23,ci,ci38852191,2019-09-23T13:14:06.310Z,"6km NW of San Jacinto, CA",earthquake,0.26,0.54,0.153,27,reviewed,ci,ci                                                 
2019-09-22T17:59:06.550Z,35.3536667,-117.8875,-0.11,1.03,ml,16,90,0.09256,0.22,ci,ci38852143,2019-09-23T13:14:28.597Z,"23km W of Johannesburg, CA",earthquake,0.38,31.61,0.138,15,reviewed,ci,ci                                             
2019-09-22T17:56:08.500Z,18.2816,-68.7748,132,2.87,md,7,240,1.6877,0.14,pr,pr2019265008,2019-09-22T20:55:11.581Z,"19km SSW of San Rafael del Yuma, Dominican Republic",earthquake,3.62,1.1,0.46,3,reviewed,pr,pr                             
2019-09-22T17:51:44.150Z,35.795,-117.6261667,2.99,1.66,ml,29,56,0.1136,0.16,ci,ci38852127,2019-09-23T13:15:11.760Z,"20km NNE of Ridgecrest, CA",earthquake,0.22,1.13,0.149,26,reviewed,ci,ci                                                 
2019-09-22T17:49:12.292Z,62.1687,-149.7509,36, 2.4,ml,,,,0.62,ak,ak019c6jtv5w,2019-09-22T17:53:43.556Z,"5km E of Y, Alaska",earthquake,,1.8,,,automatic,ak,ak                                                                                
2019-09-22T17:39:44.190Z,35.8776667,-117.6898333,6.57,1.96,ml,29,45,0.07706,0.2,ci,ci38852119,2019-09-22T17:43:35.426Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.73,0.203,26,automatic,ci,ci                                           
2019-09-22T17:27:49.022Z,39.5535,-119.0701,6.5, 1.2,ml,3,330.58,0.289,0.1041,nn,nn00704925,2019-09-23T02:07:00.848Z,"16km ESE of Fernley, Nevada",earthquake,,9.7,0.22,2,reviewed,nn,nn                                                      
2019-09-22T17:19:12.097Z,61.4403,-146.469,32.3, 1.3,ml,,,,0.89,ak,ak019c6jnfon,2019-09-22T17:23:47.196Z,"35km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak                                                                         
2019-09-22T17:12:08.740Z,49.3136666666667,-120.646166666667,-1.5,2.45,ml,12,168,,0.42,uw,uw61551802,2019-09-22T21:46:02.520Z,"18km SSW of Princeton, Canada",explosion,1.72,31.61,0.119111804719851,8,reviewed,uw,uw                         
2019-09-22T17:07:57.886Z,36.07443619,-98.64224243,3.720256329,1.67,ml,15,110.8442535,0.1718765795,0.4036510324,ok,ok2019spqs,2019-09-22T17:11:45.839Z,"26km SW of Fairview, Oklahoma",earthquake,3.915380863,2.670793551,,13,automatic,ok,ok 
2019-09-22T16:48:36.950Z,36.0971667,-117.9048333,3.36,1.36,ml,20,59,0.04531,0.2,ci,ci38852063,2019-09-23T13:16:00.320Z,"7km NE of Coso Junction, CA",earthquake,0.4,0.86,0.144,18,reviewed,ci,ci                                             
2019-09-22T16:29:55.462Z,-18.1626,-178.2394,563.37, 4.7,mb,,70,3.553,0.72,us,us60005lzs,2019-09-23T14:06:50.040Z,"279km N of Ndoi Island, Fiji",earthquake,8.6,8.4,0.027,399,reviewed,us,us                                                  
2019-09-22T16:18:05.010Z,35.6743333,-117.4811667,4.81,1.05,ml,17,120,0.0477,0.21,ci,ci38852023,2019-09-23T13:16:18.850Z,"12km SW of Searles Valley, CA",earthquake,0.37,0.67,0.245,9,reviewed,ci,ci                                          
2019-09-22T15:57:20.950Z,40.3035011,-124.3195038,7.17,1.76,md,7,183,0.0232,0.05,nc,nc73277860,2019-09-22T17:52:02.550Z,"4km SW of Petrolia, CA",earthquake,1.23,1.59,0.09,5,automatic,nc,nc                                                  
2019-09-22T15:47:47.342Z,61.4244,-147.4542,13.6, 2.1,ml,,,,0.81,ak,ak019c6imlz1,2019-09-22T16:02:41.995Z,"67km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak                                                                      
2019-09-22T15:47:41.993Z,61.4108,-150.0941,35.6, 1.2,ml,,,,0.36,ak,ak019c6immqy,2019-09-22T20:06:54.219Z,"14km SSW of Big Lake, Alaska",earthquake,,0.8,,,reviewed,ak,ak                                                                     
2019-09-22T15:43:54.730Z,35.5325,-117.3961667,8.41,1.35,ml,26,55,0.02688,0.16,ci,ci38851983,2019-09-22T15:54:45.790Z,"26km S of Trona, CA",earthquake,0.26,0.48,0.171,20,automatic,ci,ci                                                     
2019-09-22T15:39:45.848Z,61.353,-150.0134,43.5, 1.1,ml,,,,0.39,ak,ak019c6ikxer,2019-09-22T16:02:41.560Z,"16km NNW of Anchorage, Alaska",earthquake,,1.1,,,automatic,ak,ak                                                                    
2019-09-22T15:35:31.277Z,51.6175,-178.384,8.9, 1.9,ml,,,,0.76,ak,ak019c6ik0ux,2019-09-22T19:56:20.367Z,"34km SSW of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak                                                                 
2019-09-22T15:26:09.482Z,66.4037,-158.1804,11.1, 1.1,ml,,,,0.51,ak,ak019c6ii2ac,2019-09-22T15:30:14.672Z,"80km SW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak                                                                        
2019-09-22T15:17:58.613Z,66.2852,-157.3228,0, 1.4,ml,,,,0.89,ak,ak019c6ig8nj,2019-09-22T15:28:33.934Z,"72km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak                                                                          
2019-09-22T15:04:09.700Z,35.7691667,-117.546,12.76,0.98,ml,11,145,0.148,0.19,ci,ci38851943,2019-09-23T13:17:20.548Z,"13km W of Searles Valley, CA",earthquake,0.66,2.04,0.197,8,reviewed,ci,ci                                               
2019-09-22T15:01:47.710Z,57.6452,-154.5572,57.5, 1.3,ml,,,,0.65,ak,ak019c6icsc3,2019-09-22T15:04:47.998Z,"36km WNW of Larsen Bay, Alaska",earthquake,,1.8,,,automatic,ak,ak                                                                  
2019-09-22T15:01:17.280Z,35.9811667,-117.7736667,5.55,1.65,ml,24,49,0.04448,0.12,ci,ci38851935,2019-09-22T15:11:34.040Z,"13km ENE of Little Lake, CA",earthquake,0.17,0.44,0.204,25,automatic,ci,ci                                          
2019-09-22T14:48:50.020Z,35.9833333,-117.7746667,5.57,1.59,ml,23,49,0.04248,0.14,ci,ci38851927,2019-09-23T13:18:18.950Z,"13km ENE of Little Lake, CA",earthquake,0.24,0.53,0.293,23,reviewed,ci,ci                                           
2019-09-22T14:38:48.200Z,61.4159,-150.0269,37.4, 1.4,ml,,,,0.48,ak,ak019c6hza9o,2019-09-22T14:43:33.712Z,"12km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak                                                                    
2019-09-22T14:34:24.024Z,61.59,-146.9414,40.3, 1.6,ml,,,,1.26,ak,ak019c6hydjy,2019-09-22T14:38:12.036Z,"60km NNW of Valdez, Alaska",earthquake,,0.8,,,automatic,ak,ak                                                                        
2019-09-22T14:20:53.310Z,35.525,-117.3813333,8.53,2.05,ml,31,40,0.01371,0.19,ci,ci38851895,2019-09-22T14:31:22.120Z,"27km S of Trona, CA",earthquake,0.3,0.55,0.154,25,automatic,ci,ci                                                       
2019-09-22T14:19:18.130Z,36.0803333,-117.8678333,2.35,0.96,ml,13,95,0.03863,0.14,ci,ci38851887,2019-09-23T13:18:07.607Z,"8km ENE of Coso Junction, CA",earthquake,0.32,0.37,0.231,10,reviewed,ci,ci                                          
2019-09-22T14:15:27.121Z,29.5068,141.3,49.27, 4.6,mb,,110,2.525,0.97,us,us60005lze,2019-09-22T15:16:45.040Z,"283km NNW of Chichi-shima, Japan",earthquake,10.6,7.6,0.05,120,reviewed,us,us                                                   
